"","DATE","AMA","AMF","AMK","AMN","ANM","ANT","ASP","ASS","ASV","BHN","CSN","CYO","DAV","EFC","ERS","EWR","FPL","FPR","FRD","FTC","FTM","FTO","FTP","KGC","KGF","KGP","KLO","KRB","KRI","KRK","KWT","LNV","MBS","MDP","MKM","MKW","MRC","MSS","NCD","NPH","OWL","PLK","PSH","RRH","SBB","SCC","SCU","SDT","SFR","SIS","SJF","SJM","SNS","SQS","SRS","SSP","STB","SVC","SWH","THT","TLG","TLM","TLN","TNL","TRF","WFC","WWR","YBG","YBM","YBS","YCB","YRS","AMA_INC","AMF_INC","AMK_INC","AMN_INC","ANM_INC","ANT_INC","ASP_INC","ASS_INC","ASV_INC","BHN_INC","CSN_INC","CYO_INC","DAV_INC","EFC_INC","ERS_INC","EWR_INC","FPL_INC","FPR_INC","FRD_INC","FTC_INC","FTM_INC","FTO_INC","FTP_INC","KGC_INC","KGF_INC","KGP_INC","KLO_INC","KRB_INC","KRI_INC","KRK_INC","KWT_INC","LNV_INC","MBS_INC","MDP_INC","MKM_INC","MKW_INC","MRC_INC","MSS_INC","NCD_INC","NPH_INC","OWL_INC","PLK_INC","PSH_INC","RRH_INC","SBB_INC","SCC_INC","SCU_INC","SDT_INC","SFR_INC","SIS_INC","SJF_INC","SJM_INC","SNS_INC","SQS_INC","SRS_INC","SSP_INC","STB_INC","SVC_INC","SWH_INC","THT_INC","TLG_INC","TLM_INC","TLN_INC","TNL_INC","TRF_INC","WFC_INC","WWR_INC","YBG_INC","YBM_INC","YBS_INC","YCB_INC","YRS_INC"
"263",1922-08-01,8090,13600,NA,3600,4530,NA,102,388.5,NA,1660,751,91,NA,NA,7595,NA,77500,51190,NA,NA,16820,112800,4400,3300,71290,71300,NA,37085,NA,37000,9040,NA,NA,11900,3100,341,15500,65200,0,NA,14800,2000,150300,NA,248800,NA,NA,11300,19521,212000,76765,63650,16500,NA,NA,NA,14400,NA,NA,NA,27220,16300,16300,7320,18115,NA,10320,19300,NA,960,NA,35600,4490,1910,NA,3600,4530,NA,102,388.5,NA,1660,751,91,NA,NA,7595,NA,NA,51190,NA,NA,NA,14080,4400,3300,-10,68000,NA,NA,NA,37000,9040,NA,NA,11900,2759,341,3600,65200,0,NA,NA,2000,148300,NA,-39700,NA,NA,11300,19521,NA,11455,44129,2100,NA,NA,NA,14400,NA,NA,NA,-5380,16300,16300,7320,18115,NA,10320,19300,NA,960,NA,NA
"264",1922-09-01,5020,5900,NA,3000,2775,NA,51,209,NA,715,238.5,51,NA,NA,5725,NA,61300,46210,NA,NA,11180,91145,3400,727,26400,26400,NA,23790,NA,22200,4600,NA,NA,3820,1100,177,6100,61300,0,NA,11700,1600,138600,NA,229850,NA,NA,8600,6051,2e+05,33685,23100,4300,NA,NA,NA,5570,NA,NA,NA,10390,3600,3600,4370,15805,NA,4250,11800,NA,970,NA,22000,2020,-2120,NA,3000,2775,NA,51,209,NA,715,238.5,51,NA,NA,5725,NA,NA,46210,NA,NA,NA,15265,3400,727,0,25673,NA,NA,NA,22200,4600,NA,NA,3820,923,177,2280,61300,0,NA,NA,1600,137000,NA,-40050,NA,NA,8600,6051,NA,9870,17049,-1270,NA,NA,NA,5570,NA,NA,NA,3190,3600,3600,4370,15805,NA,4250,11800,NA,970,NA,NA
"265",1922-10-01,12400,19300,2060,4400,2812.5,NA,69,636.5,NA,1112,1130,71,NA,6160,13150,4610,69400,45885,NA,NA,12600,98300,3600,491.5,14260,14300,NA,17780,NA,17000,4090,NA,NA,2450,3500,308,5800,62700,0,NA,11700,1400,132000,NA,268050,NA,NA,17400,1874,230000,22550,12170,6400,NA,NA,NA,6600,3330,NA,NA,10600,1800,1800,17500,14240,NA,3520,13500,NA,2170,NA,26500,8000,2500,2060,4400,2812.5,NA,69,636.5,NA,1112,1130,71,NA,6160,13150,4610,NA,45885,NA,NA,NA,12700,3600,491.5,-40,13808.5,NA,NA,NA,17000,4090,NA,NA,2450,3192,308,3350,62700,0,NA,NA,1400,130600,NA,-42050,NA,NA,17400,1874,NA,9268,10296,-200,NA,NA,NA,6600,NA,NA,NA,7000,1800,1800,17500,14240,NA,3520,13500,NA,2170,NA,NA
"266",1922-11-01,24200,55800,1340,14900,2579.5,NA,190.5,16810,NA,1989,11985,217,NA,7000,61880,5600,91200,52945,NA,NA,21230,135450,5000,1890,23280,23400,NA,19815,NA,16500,7800,NA,NA,4240,10600,873,16000,63100,30800,NA,12600,1800,150000,NA,335400,NA,NA,22500,3182.5,252000,35315,20030,16100,NA,NA,NA,5200,5250,NA,NA,31610,4600,4600,20300,14820,NA,3330,15400,NA,3550,NA,56800,9300,16700,1340,14900,2579.5,NA,190.5,16810,NA,1989,11985,217,NA,7000,61880,5600,NA,52945,NA,NA,NA,18020,5000,1890,-120,21510,NA,NA,NA,16500,7800,NA,NA,4240,9727,873,11760,63100,30800,NA,NA,1800,148200,NA,-2200,NA,NA,22500,3182.5,NA,13296,16847.5,10900,NA,NA,NA,5200,NA,NA,NA,22410,4600,4600,20300,14820,NA,3330,15400,NA,3550,NA,NA
"267",1922-12-01,160350,398000,5370,84200,6310,NA,960,24285,NA,2561,104100,13750,NA,8670,703350,6510,152000,71360,NA,NA,77800,365050,30500,4460,64710,67600,NA,28295,NA,21500,20300,NA,NA,8890,60300,6160,58300,76900,46400,NA,14500,2100,189900,NA,641400,NA,NA,38800,4800,333000,88075,43040,79000,NA,NA,NA,11500,24700,NA,NA,123930,17800,17800,36600,18795,NA,3710,37100,NA,15700,NA,295500,76150,153450,5370,84200,6310,NA,960,24285,NA,2561,104100,13750,NA,8670,703350,6510,NA,71360,NA,NA,NA,104750,30500,4460,-2890,63140,NA,NA,NA,21500,20300,NA,NA,8890,54140,6160,49410,76900,46400,NA,NA,2100,187800,NA,192700,NA,NA,38800,4800,NA,42474,38240,67500,NA,NA,NA,11500,NA,NA,NA,88330,17800,17800,36600,18795,NA,3710,37100,NA,15700,NA,NA
"268",1923-01-01,97820,275000,5040,48900,3196.5,NA,330,18285,NA,2208,76235,20380,NA,8120,697450,5385,153000,41855,NA,NA,64290,309600,20000,4670,52280,56200,NA,26880,NA,19300,15200,NA,NA,9700,46600,4020,65800,84800,34300,NA,14000,2100,221400,NA,670750,NA,NA,47300,4472.5,395000,66465,35710,77500,NA,NA,NA,11700,17900,NA,NA,113590,18100,18100,51500,18665,NA,3240,32200,NA,7940,NA,164700,48920,128280,5040,48900,3196.5,NA,330,18285,NA,2208,76235,20380,NA,8120,697450,5385,NA,41855,NA,NA,NA,72310,20000,4670,-3920,51530,NA,NA,NA,19300,15200,NA,NA,9700,42580,4020,56100,84800,34300,NA,NA,2100,219300,NA,143650,NA,NA,47300,4472.5,NA,28547,31237.5,65800,NA,NA,NA,11700,NA,NA,NA,77390,18100,18100,51500,18665,NA,3240,32200,NA,7940,NA,NA
"269",1923-02-01,70525,182800,4620,39900,4775,NA,511.5,11070,NA,1616,45170,6510,NA,8400,332700,5775,119000,40210,NA,NA,35260,203700,12800,5090,51910,55000,NA,25710,NA,17300,15000,NA,NA,9280,35000,3820,50200,69400,14900,NA,14600,2500,180000,NA,437600,NA,NA,38000,3490,309000,67860,36650,54900,NA,NA,NA,12000,13900,NA,NA,79520,15900,15900,45700,18560,NA,2890,24600,NA,7190,NA,112900,30625,72375,4620,39900,4775,NA,511.5,11070,NA,1616,45170,6510,NA,8400,332700,5775,NA,40210,NA,NA,NA,36640,12800,5090,-3090,49910,NA,NA,NA,17300,15000,NA,NA,9280,31180,3820,40920,69400,14900,NA,NA,2500,177500,NA,21200,NA,NA,38000,3490,NA,29594,33160,42900,NA,NA,NA,12000,NA,NA,NA,47720,15900,15900,45700,18560,NA,2890,24600,NA,7190,NA,NA
"270",1923-03-01,114940,224500,15180,50600,3801,NA,357.5,5320,NA,4398,39530,1850,NA,17630,134100,9770,208000,39960,NA,NA,86220,332650,18300,13095,77760,81200,NA,31385,NA,25000,22200,NA,NA,22800,46200,4330,55800,75000,12300,NA,14600,3600,192600,NA,414800,NA,NA,45600,5389,330000,96300,65920,76500,NA,NA,NA,24500,28700,NA,NA,113110,22800,22800,83600,36145,NA,6290,35300,NA,27100,NA,159100,64340,58960,15180,50600,3801,NA,357.5,5320,NA,4398,39530,1850,NA,17630,134100,9770,NA,39960,NA,NA,NA,20130,18300,13095,-3440,68105,NA,NA,NA,25000,22200,NA,NA,22800,41870,4330,33000,75000,12300,NA,NA,3600,189000,NA,-35800,NA,NA,45600,5389,NA,25982,60531,52000,NA,NA,NA,24500,NA,NA,NA,67510,22800,22800,83600,36145,NA,6290,35300,NA,27100,NA,NA
"271",1923-04-01,228190,564200,44070,115000,5485,NA,419,41100,NA,10263,98650,5940,NA,33580,553500,6525,320000,39170,NA,NA,185510,607400,51600,28555,202940,208000,NA,73380,NA,48300,67200,NA,NA,55160,129000,12150,158000,158000,57000,NA,11800,6300,288000,NA,869650,NA,NA,134600,11348,584000,210100,140500,207200,NA,NA,NA,62000,67200,NA,NA,265740,1e+05,1e+05,170000,79310,NA,15440,72700,NA,57600,NA,432000,113190,221010,44070,115000,5485,NA,419,41100,NA,10263,98650,5940,NA,33580,553500,6525,NA,39170,NA,NA,NA,50290,51600,28555,-5060,179445,NA,NA,NA,48300,67200,NA,NA,55160,116850,12150,102840,158000,57000,NA,NA,6300,281700,NA,-6950,NA,NA,134600,11348,NA,59337,129152,145200,NA,NA,NA,62000,NA,NA,NA,65740,1e+05,1e+05,170000,79310,NA,15440,72700,NA,57600,NA,NA
"272",1923-05-01,260300,615900,97000,113000,2869.5,NA,188.5,6525,NA,51281,40510,1040,NA,84790,99320,15395,252000,39005,NA,NA,139180,433900,31100,129800,499670,502000,NA,120950,NA,109000,111000,NA,NA,164600,231200,5520,288000,95300,3900,NA,15440,10800,232200,NA,428050,NA,NA,70700,57360.5,353000,477950,400500,356000,NA,NA,NA,121000,81800,NA,NA,521300,205000,205000,161000,119180,NA,54470,124300,NA,119000,NA,458600,147300,242600,97000,113000,2869.5,NA,188.5,6525,NA,51281,40510,1040,NA,84790,99320,15395,NA,39005,NA,NA,NA,11620,31100,129800,-2330,372200,NA,NA,NA,109000,111000,NA,NA,164600,225680,5520,123400,95300,3900,NA,NA,10800,221400,NA,-90950,NA,NA,70700,57360.5,NA,26169,343139.5,235000,NA,NA,NA,121000,NA,NA,NA,111300,205000,205000,161000,119180,NA,54470,124300,NA,119000,NA,NA
"273",1923-06-01,108350,283400,53880,51300,2435.5,NA,102,1700,NA,26128,15630,476,NA,54850,38580,18075,136000,37940,NA,NA,54740,205750,9900,60585,304700,305000,NA,82505,NA,71400,62500,NA,NA,95980,111000,1910,155000,68400,400,NA,16700,7600,217800,NA,352100,NA,NA,26600,52777,264000,295650,261800,160800,NA,NA,NA,75500,37500,NA,NA,319130,175000,175000,61300,60920,NA,49350,66600,NA,62800,NA,221300,57050,123750,53880,51300,2435.5,NA,102,1700,NA,26128,15630,476,NA,54850,38580,18075,NA,37940,NA,NA,NA,5110,9900,60585,-300,244415,NA,NA,NA,71400,62500,NA,NA,95980,109090,1910,59020,68400,400,NA,NA,7600,210200,NA,-6900,NA,NA,26600,52777,NA,7722,209023,85300,NA,NA,NA,75500,NA,NA,NA,-30870,175000,175000,61300,60920,NA,49350,66600,NA,62800,NA,NA
"274",1923-07-01,44950,96700,18530,15300,624.5,NA,27.5,508.5,NA,5353,3950,233,NA,33020,13650,20520,83900,50040,NA,NA,23130,120500,5400,16895,173900,174000,NA,55795,NA,50600,27400,NA,NA,52630,30600,590,66400,61000,0,NA,19000,2800,185400,NA,277400,NA,NA,14000,45330.5,212000,197300,180500,73200,NA,NA,NA,47200,13900,NA,NA,157840,97100,97100,22300,31940,NA,41550,31100,NA,11300,NA,83700,29650,36450,18530,15300,624.5,NA,27.5,508.5,NA,5353,3950,233,NA,33020,13650,20520,NA,50040,NA,NA,NA,8070,5400,16895,-100,157105,NA,NA,NA,50600,27400,NA,NA,52630,30010,590,13770,61000,0,NA,NA,2800,182600,NA,-9600,NA,NA,14000,45330.5,NA,11447,135169.5,26000,NA,NA,NA,47200,NA,NA,NA,-36360,97100,97100,22300,31940,NA,41550,31100,NA,11300,NA,NA
"275",1923-08-01,9315,17500,1880,2400,851,NA,18,179.5,NA,1921,730.5,105,NA,10350,6025,9235,67300,56780,NA,NA,10960,94800,3900,1700,41700,41700,NA,22310,NA,20200,5400,NA,NA,9580,1700,249,13400,57600,0,NA,12400,1600,132300,NA,226500,NA,NA,9900,12332,192000,61590,46740,12300,NA,NA,NA,11800,3700,NA,NA,27340,16300,16300,8420,17310,NA,9240,18200,NA,1780,NA,33400,6915,5785,1880,2400,851,NA,18,179.5,NA,1921,730.5,105,NA,10350,6025,9235,NA,56780,NA,NA,NA,12640,3900,1700,0,40000,NA,NA,NA,20200,5400,NA,NA,9580,1451,249,3820,57600,0,NA,NA,1600,130700,NA,-33000,NA,NA,9900,12332,NA,12929,34408,500,NA,NA,NA,11800,NA,NA,NA,-5260,16300,16300,8420,17310,NA,9240,18200,NA,1780,NA,NA
"276",1923-09-01,7030,17500,3270,3800,1237,NA,18,167.5,NA,2264,808.5,62,NA,7270,5475,7580,54500,48060,NA,NA,10530,84725,3600,1760,27500,27500,NA,18025,NA,17100,5360,NA,NA,6820,3700,237,9300,54900,0,NA,11800,1300,126000,NA,224300,NA,NA,9700,6621,194000,39255,27430,10300,NA,NA,NA,9100,3080,NA,NA,22270,7800,7800,8030,16170,NA,4860,13500,NA,1640,NA,28100,3230,6670,3270,3800,1237,NA,18,167.5,NA,2264,808.5,62,NA,7270,5475,7580,NA,48060,NA,NA,NA,16095,3600,1760,0,25740,NA,NA,NA,17100,5360,NA,NA,6820,3463,237,2480,54900,0,NA,NA,1300,124700,NA,-34300,NA,NA,9700,6621,NA,9561,20809,1200,NA,NA,NA,9100,NA,NA,NA,6670,7800,7800,8030,16170,NA,4860,13500,NA,1640,NA,NA
"277",1923-10-01,12485,23200,2105,4400,1191,NA,21,329,NA,2295,2210,60,NA,5610,13445,4815,57500,48610,NA,NA,12060,94400,3700,1890,22340,22400,NA,15500,NA,14000,5320,NA,NA,8650,8200,386,13200,57800,0,NA,11600,800,130000,NA,244350,NA,NA,12500,3479.5,220000,38095,24240,12000,NA,NA,NA,8460,4920,NA,NA,28510,15500,15500,16500,14875,NA,4670,13300,NA,4280,NA,33300,8085,6315,2105,4400,1191,NA,21,329,NA,2295,2210,60,NA,5610,13445,4815,NA,48610,NA,NA,NA,21140,3700,1890,-60,20510,NA,NA,NA,14000,5320,NA,NA,8650,7814,386,4550,57800,0,NA,NA,800,129200,NA,-45950,NA,NA,12500,3479.5,NA,11560,20760.5,3540,NA,NA,NA,8460,NA,NA,NA,-2490,15500,15500,16500,14875,NA,4670,13300,NA,4280,NA,NA
"278",1923-11-01,6460,21100,3410,4200,1691.5,NA,31,460.5,NA,1776,2010,56,NA,3940,11370,4005,56200,47500,NA,NA,11400,87600,2400,1150,15500,15500,NA,14325,NA,12400,3930,NA,NA,4820,5100,365,9000,50700,0,NA,11100,1100,130000,NA,246300,NA,NA,11500,1532.5,204000,24475,15090,9300,NA,NA,NA,5200,3220,NA,NA,13620,2500,2500,13700,13225,NA,2740,9400,NA,1290,NA,24200,2260,10440,3410,4200,1691.5,NA,31,460.5,NA,1776,2010,56,NA,3940,11370,4005,NA,47500,NA,NA,NA,17600,2400,1150,0,14350,NA,NA,NA,12400,3930,NA,NA,4820,4735,365,4180,50700,0,NA,NA,1100,128900,NA,-19900,NA,NA,11500,1532.5,NA,7609,13557.5,4100,NA,NA,NA,5200,NA,NA,NA,8620,2500,2500,13700,13225,NA,2740,9400,NA,1290,NA,NA
"279",1923-12-01,8355,26800,2455,5000,1168.5,NA,49,727,NA,1047,3250,75,NA,3790,84240,3420,61200,40280,NA,NA,16510,92205,2300,629.5,11800,11800,NA,13805,NA,10500,3890,NA,NA,3090,5500,545,7900,54100,0,NA,10500,1300,136800,NA,265200,NA,NA,13200,896.5,216000,20945,9750,9700,NA,NA,NA,4040,3490,NA,NA,13760,3700,3700,18400,14235,NA,2310,9900,NA,3910,NA,54900,3355,13445,2455,5000,1168.5,NA,49,727,NA,1047,3250,75,NA,3790,84240,3420,NA,40280,NA,NA,NA,12195,2300,629.5,0,11170.5,NA,NA,NA,10500,3890,NA,NA,3090,4955,545,4810,54100,0,NA,NA,1300,135500,NA,-18100,NA,NA,13200,896.5,NA,10148,8853.5,5660,NA,NA,NA,4040,NA,NA,NA,6360,3700,3700,18400,14235,NA,2310,9900,NA,3910,NA,NA
"280",1924-01-01,13610,41900,2645,6800,1507.5,NA,60.5,3650,NA,1212,4875,112,NA,3940,112250,3740,71300,38955,NA,NA,11870,103850,3400,712.5,13800,13800,NA,13640,NA,9960,4330,NA,NA,3620,8400,823,10200,54600,3000,NA,10200,1300,151200,NA,299200,NA,NA,19000,657.5,224000,20445,10750,12100,NA,NA,NA,5040,4590,NA,NA,25340,6400,6400,20500,15865,NA,2170,11300,NA,2880,NA,40100,6810,21490,2645,6800,1507.5,NA,60.5,3650,NA,1212,4875,112,NA,3940,112250,3740,NA,38955,NA,NA,NA,17280,3400,712.5,0,13087.5,NA,NA,NA,9960,4330,NA,NA,3620,7577,823,6580,54600,3000,NA,NA,1300,149900,NA,1600,NA,NA,19000,657.5,NA,8483,10092.5,7060,NA,NA,NA,5040,NA,NA,NA,12540,6400,6400,20500,15865,NA,2170,11300,NA,2880,NA,NA
"281",1924-02-01,48305,112100,4030,27200,1362,NA,52,1510,NA,1254,11180,86,NA,4850,437500,3050,152000,30895,NA,NA,52260,277700,25300,1550,16700,16700,NA,13700,NA,10400,5390,NA,NA,6350,16900,1270,15000,83400,1200,NA,10200,1500,218700,NA,508250,NA,NA,46400,1055,331000,21915,14740,26700,NA,NA,NA,8400,13600,NA,NA,41620,10400,10400,80500,18760,NA,2300,24200,NA,13600,NA,126600,21105,36595,4030,27200,1362,NA,52,1510,NA,1254,11180,86,NA,4850,437500,3050,NA,30895,NA,NA,NA,48140,25300,1550,0,15150,NA,NA,NA,10400,5390,NA,NA,6350,15630,1270,8650,83400,1200,NA,NA,1500,217200,NA,47450,NA,NA,46400,1055,NA,5921,13685,18300,NA,NA,NA,8400,NA,NA,NA,20820,10400,10400,80500,18760,NA,2300,24200,NA,13600,NA,NA
"282",1924-03-01,21745,57900,2436.5,11600,2517.5,NA,279.5,4860,NA,1688,5160,106,NA,4850,60045,3030,77900,27895,NA,NA,19020,109090,5500,2215,20800,20800,NA,15925,NA,11600,7440,NA,NA,7700,18600,637,19300,56400,10000,NA,11100,2200,137700,NA,279300,NA,NA,17600,1263.5,228000,25745,16990,24100,NA,NA,NA,8630,8790,NA,NA,37860,9900,9900,31900,17220,NA,2510,14200,NA,11700,NA,62400,10145,24555,2436.5,11600,2517.5,NA,279.5,4860,NA,1688,5160,106,NA,4850,60045,3030,NA,27895,NA,NA,NA,6670,5500,2215,0,18585,NA,NA,NA,11600,7440,NA,NA,7700,17963,637,11600,56400,10000,NA,NA,2200,135500,NA,-22700,NA,NA,17600,1263.5,NA,7067,15726.5,15470,NA,NA,NA,8630,NA,NA,NA,18060,9900,9900,31900,17220,NA,2510,14200,NA,11700,NA,NA
"283",1924-04-01,60010,123000,13670,30700,5342.5,NA,231,4460,NA,7204,8390,197,NA,13050,43260,2815,99600,25210,NA,NA,9160,147850,9900,19105,86900,86900,NA,28570,NA,23300,26500,NA,NA,41000,55700,998,67200,53000,3600,NA,8800,3900,140000,NA,253950,NA,NA,15400,8708,208000,88980,69670,70000,NA,NA,NA,27100,21500,NA,NA,138860,61900,61900,43100,27920,NA,8520,30600,NA,45400,NA,137400,29310,32290,13670,30700,5342.5,NA,231,4460,NA,7204,8390,197,NA,13050,43260,2815,NA,25210,NA,NA,NA,29190,9900,19105,0,67795,NA,NA,NA,23300,26500,NA,NA,41000,54702,998,26200,53000,3600,NA,NA,3900,136100,NA,-22450,NA,NA,15400,8708,NA,12106,60962,42900,NA,NA,NA,27100,NA,NA,NA,15060,61900,61900,43100,27920,NA,8520,30600,NA,45400,NA,NA
"284",1924-05-01,45700,104500,23790,16300,749.5,NA,71.5,520,NA,9638,3030,108,NA,29050,18260,4510,64800,27295,NA,NA,5330,88810,4100,28285,149000,149000,NA,41760,NA,39200,36200,NA,NA,68130,69400,294,91000,50300,200,NA,8730,6600,159300,NA,231500,NA,NA,10100,34218.5,182000,158100,136500,84500,NA,NA,NA,42400,17200,NA,NA,209400,129000,129000,27200,28255,NA,26550,21900,NA,26600,NA,78200,29400,42500,23790,16300,749.5,NA,71.5,520,NA,9638,3030,108,NA,29050,18260,4510,NA,27295,NA,NA,NA,14580,4100,28285,0,120715,NA,NA,NA,39200,36200,NA,NA,68130,69106,294,22870,50300,200,NA,NA,6600,152700,NA,-10900,NA,NA,10100,34218.5,NA,11962,102281.5,42100,NA,NA,NA,42400,NA,NA,NA,-48600,129000,129000,27200,28255,NA,26550,21900,NA,26600,NA,NA
"285",1924-06-01,6815,26300,7622.5,600,1899.5,NA,20.5,39.5,NA,1279,261.5,52,NA,4480,4955,1685,40900,36400,NA,NA,4410,59450,2800,2120,31100,31100,NA,14035,NA,12900,5440,NA,NA,8790,2200,57,12600,46200,0,NA,7260,4700,172800,NA,221350,NA,NA,7300,9050,167000,36340,30810,11300,NA,NA,NA,10700,2920,NA,NA,16850,11500,11500,6840,11155,NA,5750,9300,NA,1140,NA,17200,6215,18885,7622.5,600,1899.5,NA,20.5,39.5,NA,1279,261.5,52,NA,4480,4955,1685,NA,36400,NA,NA,NA,11340,2800,2120,0,28980,NA,NA,NA,12900,5440,NA,NA,8790,2143,57,3810,46200,0,NA,NA,4700,168100,NA,850,NA,NA,7300,9050,NA,4251,21760,600,NA,NA,NA,10700,NA,NA,NA,-6150,11500,11500,6840,11155,NA,5750,9300,NA,1140,NA,NA
"286",1924-07-01,3100,3500,1384,800,1351,NA,11,10,NA,235,9,11,NA,840,1725,845,48400,42875,NA,NA,2970,57540,2600,339.5,13000,13000,NA,8235,NA,7870,1600,NA,NA,3010,0,14,3800,47100,0,NA,6830,1800,157500,NA,212000,NA,NA,6100,5733,169000,18545,16590,1400,NA,NA,NA,3290,1080,NA,NA,16810,12300,12300,2630,6570,NA,1480,6600,NA,870,NA,6000,2300,-400,1384,800,1351,NA,11,10,NA,235,9,11,NA,840,1725,845,NA,42875,NA,NA,NA,3570,2600,339.5,0,12660.5,NA,NA,NA,7870,1600,NA,NA,3010,-14,14,790,47100,0,NA,NA,1800,155700,NA,-10200,NA,NA,6100,5733,NA,1720,10857,-1890,NA,NA,NA,3290,NA,NA,NA,-7790,12300,12300,2630,6570,NA,1480,6600,NA,870,NA,NA
"287",1924-08-01,2245,800,26.5,1400,27.5,NA,9,5,NA,300,0,0,NA,680,1480,693.5,47000,27495,NA,NA,5240,60945,2800,111,6460,6460,NA,5885,NA,5310,860,NA,NA,1270,0,12,1800,46600,0,NA,6460,1000,117000,NA,188800,NA,NA,6000,3025.5,167000,12715,9250,0,NA,NA,NA,2560,760,NA,NA,0,2200,2200,2520,6775,NA,920,5600,NA,1260,NA,8500,845,-2845,26.5,1400,27.5,NA,9,5,NA,300,0,0,NA,680,1480,693.5,NA,27495,NA,NA,NA,5905,2800,111,0,6349,NA,NA,NA,5310,860,NA,NA,1270,-12,12,530,46600,0,NA,NA,1000,116000,NA,-30800,NA,NA,6000,3025.5,NA,3165,6224.5,-2560,NA,NA,NA,2560,NA,NA,NA,-4400,2200,2200,2520,6775,NA,920,5600,NA,1260,NA,NA
"288",1924-09-01,1770,2300,21,1400,649.5,NA,10,5,NA,200,0,13,NA,760,1175,925,42000,26775,NA,NA,6420,57315,2200,97.5,4520,4520,NA,5495,NA,5080,750,NA,NA,748,0,23,1200,44800,0,NA,6720,800,108900,NA,183450,NA,NA,6000,871672.5,163000,9275,6520,0,NA,NA,NA,2100,760,NA,NA,0,0,0,2450,8365,NA,800,5300,NA,690,NA,14200,370,-870,21,1400,649.5,NA,10,5,NA,200,0,13,NA,760,1175,925,NA,26775,NA,NA,NA,6695,2200,97.5,0,4422.5,NA,NA,NA,5080,750,NA,NA,748,-23,23,452,44800,0,NA,NA,800,108100,NA,-30350,NA,NA,6000,871672.5,NA,2555,-865152.5,-2100,NA,NA,NA,2100,NA,NA,NA,0,0,0,2450,8365,NA,800,5300,NA,690,NA,NA
"289",1924-10-01,7600,13300,259.5,3800,777.5,NA,11,0,221,600,870.5,25,NA,1850,121550,1930,49800,48210,NA,NA,10260,85265,2000,821,7680,7690,NA,7630,NA,7070,2680,NA,NA,1690,6000,298,4700,54000,0,NA,7750,2100,1e+05,NA,225350,NA,760,21300,997,202000,10635,8160,6400,NA,NA,NA,3780,1361,NA,NA,14660,3600,3600,16700,6610,NA,1300,10700,NA,3080,NA,32700,3800,1900,259.5,3800,777.5,NA,11,0,221,600,870.5,25,NA,1850,121550,1930,NA,48210,NA,NA,NA,23205,2000,821,-10,6869,NA,NA,NA,7070,2680,NA,NA,1690,5702,298,3010,54000,0,NA,NA,2100,97900,NA,-51950,NA,760,21300,997,NA,1875,7163,2620,NA,NA,NA,3780,380,NA,NA,7460,3600,3600,16700,6610,NA,1300,10700,NA,3080,NA,NA
"290",1924-11-01,21230,57300,3955,12500,909.5,NA,21.5,3535,1370,1396,5290,170,NA,2650,588300,2940,83300,44255,NA,NA,19540,131400,6000,2810,20740,20800,NA,14200,NA,11500,10900,NA,NA,9840,20000,735,21500,79700,4000,NA,8450,2400,145000,NA,435450,NA,4320,64200,1507,321000,27000,18200,27000,NA,NA,NA,9240,4880,NA,NA,47910,16000,16000,94600,7095,NA,1810,14100,NA,11900,NA,53300,8730,23570,3955,12500,909.5,NA,21.5,3535,1370,1396,5290,170,NA,2650,588300,2940,NA,44255,NA,NA,NA,22560,6000,2810,-60,17990,NA,NA,NA,11500,10900,NA,NA,9840,19265,735,11660,79700,4000,NA,NA,2400,142600,NA,-29450,NA,4320,64200,1507,NA,7404,16693,17760,NA,NA,NA,9240,-810,NA,NA,15910,16000,16000,94600,7095,NA,1810,14100,NA,11900,NA,NA
"291",1924-12-01,38585,85900,4420,21300,1448.5,NA,52,2690,1840,1217,15105,200,NA,2390,819150,2640,70500,39770,NA,NA,25620,138050,8100,3075,28060,28700,NA,18615,NA,12600,10300,NA,NA,9770,23900,1450,22800,68200,3400,NA,9100,3100,144000,NA,441400,NA,5530,48500,1789.5,292000,27970,17760,31900,NA,NA,NA,10600,7420,NA,NA,51050,17400,17400,65800,5410,NA,1600,17600,NA,11400,NA,120500,17285,26015,4420,21300,1448.5,NA,52,2690,1840,1217,15105,200,NA,2390,819150,2640,NA,39770,NA,NA,NA,33830,8100,3075,-640,25625,NA,NA,NA,12600,10300,NA,NA,9770,22450,1450,13030,68200,3400,NA,NA,3100,140900,NA,32700,NA,5530,48500,1789.5,NA,8993,15970.5,21300,NA,NA,NA,10600,50,NA,NA,16250,17400,17400,65800,5410,NA,1600,17600,NA,11400,NA,NA
