"","DATE","AMA","AMF","AMK","AMN","ANM","ANT","ASP","ASS","ASV","BHN","CSN","CYO","DAV","EFC","ERS","EWR","FPL","FPR","FRD","FTC","FTM","FTO","FTP","KGC","KGF","KGP","KLO","KRB","KRI","KRK","KWT","LNV","MBS","MDP","MKM","MKW","MRC","MSS","NCD","NPH","OWL","PLK","PSH","RRH","SBB","SCC","SCU","SDT","SFR","SIS","SJF","SJM","SNS","SQS","SRS","SSP","STB","SVC","SWH","THT","TLG","TLM","TLN","TNL","TRF","WFC","WWR","YBG","YBM","YBS","YCB","YRS","AMA_INC","AMF_INC","AMK_INC","AMN_INC","ANM_INC","ANT_INC","ASP_INC","ASS_INC","ASV_INC","BHN_INC","CSN_INC","CYO_INC","DAV_INC","EFC_INC","ERS_INC","EWR_INC","FPL_INC","FPR_INC","FRD_INC","FTC_INC","FTM_INC","FTO_INC","FTP_INC","KGC_INC","KGF_INC","KGP_INC","KLO_INC","KRB_INC","KRI_INC","KRK_INC","KWT_INC","LNV_INC","MBS_INC","MDP_INC","MKM_INC","MKW_INC","MRC_INC","MSS_INC","NCD_INC","NPH_INC","OWL_INC","PLK_INC","PSH_INC","RRH_INC","SBB_INC","SCC_INC","SCU_INC","SDT_INC","SFR_INC","SIS_INC","SJF_INC","SJM_INC","SNS_INC","SQS_INC","SRS_INC","SSP_INC","STB_INC","SVC_INC","SWH_INC","THT_INC","TLG_INC","TLM_INC","TLN_INC","TNL_INC","TRF_INC","WFC_INC","WWR_INC","YBG_INC","YBM_INC","YBS_INC","YCB_INC","YRS_INC"
"1002",1984-03-01,136445,343985,35835,79045,1973.5,15457,294.5,6570,3128,NA,69250,2195,44290,11570,732125,6870,366310,48485,30165,20100,NA,368265,39560,11185,139324,152692,794450,82730,77234,52390,41262,10897,5082,42870,90224,33550,86080,118845,1665,5065,26762,8260,424550,89835,900325,18451.5125,21450,102000,NA,829780,84255,NA,79840,29400,236100,1937,85915,59355,281,6368,199589,21484,50793,171530,69475,7470,9940,50670,5400,26485,15170,253025,57400,128495,35835,79045,1973.5,15457,294.5,6570,3128,NA,69250,2195,44290,11570,732125,6870,302368,48485,30165,-54355,NA,NA,39560,11185,-13368,141507,558350,-46894,77234,52390,41262,10897,5082,42870,56674,33550,43210,118845,1665,5065,15865,8260,416290,89835,-150300,18451.5125,21450,102000,NA,375830,NA,NA,-6075,29400,236100,1937,85915,34777,-1656,6368,127312,21484,50793,171530,69475,7470,9940,50670,5400,26485,15170,155300
"1003",1984-04-01,105825,257700,44320,66175,1426,15866,177.5,3995,4128,NA,41670,1165,43685,17485,403195,10900,151470,44760,30915,22850,NA,268755,22930,22630,183095.5,208600,605830,91330,87742,64520,29515.5,13176,7143,71830,94713,30310,113110,72970,3350,1945,28583.5,18900,337750,38920,618125,17887.6275,21900,78270,NA,572840,108745,NA,96170,21700,176800,1166,56460,21515,197,8075,202815,27095,87166,164570,65260,14630,18310,69020,36800,26345,17120,187060,39650,85700,44320,66175,1426,15866,177.5,3995,4128,NA,41670,1165,43685,17485,403195,10900,90844,44760,30915,-51750,NA,NA,22930,22630,-25504.5,185970,429030,-60932,87742,64520,29515.5,13176,7143,71830,64403,30310,41280,72970,3350,1945,15407.5,18900,318850,38920,-105955,17887.6275,21900,78270,NA,213390,NA,NA,39710,21700,176800,1166,56460,-4513,-969,8075,88554,27095,87166,164570,65260,14630,18310,69020,36800,26345,17120,37775
"1004",1984-05-01,132330,364640,103165,92185,975,16054.5,109.5,2625,13040,NA,28165,6870,42975,47145,175280,20730,277200,59285,29650,3900,NA,267860,23920,58575,389061,512663,667490,161610,159370,140400,80113,37747,38350,180900,228586,110700,192480,64370,3245,813,27012.5,30570,347820,14505,610780,20374,42670,77310,NA,497560,248325,NA,160815,10200,239300,394,125330,37140,122,17683,535744,67740,325749,262430,113935,30460,68430,115400,10900,87370,30160,258105,40145,140125,103165,92185,975,16054.5,109.5,2625,13040,NA,28165,6870,42975,47145,175280,20730,201860.5,59285,29650,-68725,NA,NA,23920,58575,-123602,454088,428190,-138160,159370,140400,80113,37747,38350,180900,117886,110700,11580,64370,3245,813,-10734.5,30570,317250,14505,-28460,20374,42670,77310,NA,139540,NA,NA,35485,10200,239300,394,125330,-18570,-272,17683,142255,67740,325749,262430,113935,30460,68430,115400,10900,87370,30160,14275
"1005",1984-06-01,79200,242860,53080,35320,1356,12728,79.5,1390,10050,NA,10880,1970,41150,30460,60675,27810,163680,54790,26290,0,NA,151405,9220,20155,290632,252844,363790,93110,90537,83510,70102,40547,34719,90330,109725,65610,117925,52645,5605,467,28777,24950,239420,3325,550270,17996.505,18740,33890,NA,357030,137340,NA,86555,4800,120400,106,92650,17735,67,16703,329550,36435,210990,115760,76075,16850,57330,55600,1400,40255,14460,160965,43880,128340,53080,35320,1356,12728,79.5,1390,10050,NA,10880,1970,41150,30460,60675,27810,96162,54790,26290,-67440,NA,NA,9220,20155,37788,232689,243390,-80937,90537,83510,70102,40547,34719,90330,44115,65610,27595,52645,5605,467,-11770,24950,214470,3325,106705,17996.505,18740,33890,NA,112810,NA,NA,-6095,4800,120400,106,92650,-11055,-39,16703,82125,36435,210990,115760,76075,16850,57330,55600,1400,40255,14460,49250
"1006",1984-07-01,37140,188360,5490,9770,239.5,9793,65,459.5,2750,NA,3725,2220,39155,11960,20295,22060,105080,45465,23975,0,NA,90175,6700,4990,278900.5,165801,135800,77050,72440,60940,55240.5,47360,27515,36570,22786,20810,86935,48260,11010,174,32090.5,12545,165560,6645,604815,16105.5375,1540,19350,NA,260180,85340,NA,61020,2200,41740,71,40450,3900,24,16523,92967,5215,68297,65690,30225,6550,31720,19180,0,8295,0,98175,27370,141450,5490,9770,239.5,9793,65,459.5,2750,NA,3725,2220,39155,11960,20295,22060,49822,45465,23975,-63130,NA,NA,6700,4990,113099.5,160811,94060,-56330,72440,60940,55240.5,47360,27515,36570,1976,20810,50365,48260,11010,174,-15269.5,12545,153015,6645,277025,16105.5375,1540,19350,NA,92420,NA,NA,20570,2200,41740,71,40450,-390,-47,16523,19455,5215,68297,65690,30225,6550,31720,19180,0,8295,0,70700
"1007",1984-08-01,25825,77790,274,4290,1396.5,8840,38,215.5,830,NA,2025,2140,37395,10720,10060,15625,86580,24655,21650,0,NA,61280,5020,4970,160853,75806,76340,49700,45652,36760,23708.5,29575,12686,10460,4926,14740,58565,44975,11910,176,27857.5,9725,158910,5880,495600,11558.28,3710,15210,NA,246050,37470,NA,40170,1400,19010,56,49390,675,24,12936,21172,492,13107,15140,18640,3030,10810,12290,1900,11444.5,4980,102165,21535,47675,274,4290,1396.5,8840,38,215.5,830,NA,2025,2140,37395,10720,10060,15625,53085,24655,21650,-59045,NA,NA,5020,4970,85047,70836,57330,-32712,45652,36760,23708.5,29575,12686,10460,-9814,14740,48105,44975,11910,176,-1717.5,9725,149185,5880,189365,11558.28,3710,15210,NA,85740,NA,NA,-9220,1400,19010,56,49390,-3865,-32,12936,7573,492,13107,15140,18640,3030,10810,12290,1900,11444.5,4980,71550.5
"1008",1984-09-01,24070,67525,386,3115,714.5,8109.5,32.5,312.5,4430,NA,915,382,36300,8540,7100,12015,72560,21795,20785,0,NA,68180,2880,1880,58886,31532,41400,28310,26888,22240,4018,17632,6886,4960,2740,2380,41455,42350,10275,57.5,26242,7160,167260,4555,388675,7404.75,0,13770,NA,242420,21185,NA,7375,1300,14100,63,20760,855,28,8562,6534,478,4296,16730,19555,2300,5970,9970,2700,4565,8100,94740,20955,40340,386,3115,714.5,8109.5,32.5,312.5,4430,NA,915,382,36300,8540,7100,12015,42655.5,21795,20785,-57085,NA,NA,2880,1880,27354,29652,27300,-20818,26888,22240,4018,17632,6886,4960,360,2380,36495,42350,10275,57.5,8610,7160,160100,4555,90135,7404.75,0,13770,NA,73860,NA,NA,-13385,1300,14100,63,20760,-3575,-35,8562,1760,478,4296,16730,19555,2300,5970,9970,2700,4565,8100,69405
"1009",1984-10-01,16790,82275,1435,5255,706.5,7891,43,1031,3440,NA,2519,730,35870,7350,28790,5300,94520,24045,20625,0,NA,122435,4510,7220,32751,26604,264740,26430,26311,21020,4912,11766,4107,5060,8901,3080,30235,44260,7510,193,13303,2830,194390,6685,416180,6111.4,3050,18940,NA,273390,17950,NA,12545,3100,25460,85,17200,4585,42,6613,26106,4258.5,7718,14385,12490,2110,4450,12410,0,1899,0,58620,11535,60230,1435,5255,706.5,7891,43,1031,3440,NA,2519,730,35870,7350,28790,5300,62584,24045,20625,-56495,NA,NA,4510,7220,6147,19384,239280,-20901,26311,21020,4912,11766,4107,5060,5821,3080,25175,44260,7510,193,1537,2830,191560,6685,79590,6111.4,3050,18940,NA,75900,NA,NA,-4655,3100,25460,85,17200,-1905,-43,6613,14129.5,4258.5,7718,14385,12490,2110,4450,12410,0,1899,0,44311
"1010",1984-11-01,71435,183330,4250,37045,1203,8615.5,171.5,4990,8560,NA,33691.5,2030,37375,9440,1620035,4870,176390,34955,21240,7140,NA,232005,16510,705,23967.5,45390,889530,35020,33600,23150,16051,10473,3716,10850,34784,5190,28110,77235,6570,7440,14262,3940,278550,134920,953745,6622.3675,13340,96650,NA,586660,26520,NA,30695,6400,211300,845,27150,19515,95,5800,85226,14357.5,24006,146980,22985,2690,4510,33960,1900,12268.5,11470,132675,34390,74850,4250,37045,1203,8615.5,171.5,4990,8560,NA,33691.5,2030,37375,9440,1620035,4870,132819.5,34955,21240,-51475,NA,NA,16510,705,-21422.5,44685,678230,-21730,33600,23150,16051,10473,3716,10850,29594,5190,17260,77235,6570,7440,3789,3940,274610,134920,193200,6622.3675,13340,96650,NA,301710,NA,NA,3545,6400,211300,845,27150,-2385,-750,5800,46862.5,14357.5,24006,146980,22985,2690,4510,33960,1900,12268.5,11470,73076.5
"1011",1984-12-01,49555,148025,1700,22095,2885,8076,1005,6905,4080,NA,59183.5,1160,36290,8350,605665,4275,113430,22400,21285,3940,NA,240855,11510,2845,23625.5,42982,447100,39500,35455,22880,17383.5,10798,3152,9340,20928,3800,46840,61290,10978,4130,14984,2520,250140,69640,777320,7249.1375,5910,55470,NA,441330,21600,NA,25925,23100,106200,6149,29525,7375,279,5661,48236,5673.5,14904,72795,20110,3150,4180,22390,0,5778,4720,113675,27460,76375,1700,22095,2885,8076,1005,6905,4080,NA,59183.5,1160,36290,8350,605665,4275,82954,22400,21285,-53635,NA,NA,11510,2845,-19356.5,40137,340900,-18835,35455,22880,17383.5,10798,3152,9340,17128,3800,37500,61290,10978,4130,4186,2520,247620,69640,219230,7249.1375,5910,55470,NA,168090,NA,NA,-3600,23100,106200,6149,29525,-2615,-5870,5661,27658.5,5673.5,14904,72795,20110,3150,4180,22390,0,5778,4720,80787
"1012",1985-01-01,25655,90555,2890,13775,3670,7812,379.5,3740,3760,NA,188009.5,895,35705,7170,147555,3715,88690,20870,21980,3100,NA,150241,6870,3695,29628,43748,208350,40423,36705,23600,15835,9551,2970,8360,19408,3010,26030,48045,2615,2445,13818,1765,214430,30215,442925,7542.5,5130,34340,NA,315970,20950,NA,24960,28500,59570,3093,16790,10450,258,5193,40637,4610.5,14041,51130,18065,2520,3380,15920,900,8310,700,67680,11880,51125,2890,13775,3670,7812,379.5,3740,3760,NA,188009.5,895,35705,7170,147555,3715,60008,20870,21980,-54585,NA,NA,6870,3695,-14120,40053,148780,-19882,36705,23600,15835,9551,2970,8360,16398,3010,17670,48045,2615,2445,4267,1765,212665,30215,44570,7542.5,5130,34340,NA,73040,NA,NA,8170,28500,59570,3093,16790,1560,-2835,5193,21985.5,4610.5,14041,51130,18065,2520,3380,15920,900,8310,700,41850
"1013",1985-02-01,40915,134475,2790,27845,2195.5,8415,276.5,8395,941,NA,29030.5,2410,36570,7200,559945,3699,114030,21190,22160,7000,NA,202220,11290,4215,52814.5,51833,384340,40610,36964,23090,21960.5,8188,2820,9310,27986,4060,22150,44750,9926,12120,13415,2050,217300,88940,453615,9923.465,6930,34780,NA,349890,29010,NA,68525,37800,102900,2044,16780,6826,184,4576,68682,7108,15227,61825,17925,2360,3280,21030,2200,5010,3740,86325,13070,65715,2790,27845,2195.5,8415,276.5,8395,941,NA,29030.5,2410,36570,7200,559945,3699,84425,21190,22160,-51730,NA,NA,11290,4215,981.5,47618,281440,-19444,36964,23090,21960.5,8188,2820,9310,23926,4060,12840,44750,9926,12120,5227,2050,215250,88940,24195,9923.465,6930,34780,NA,94790,NA,NA,51745,37800,102900,2044,16780,-1045,-1860,4576,46347,7108,15227,61825,17925,2360,3280,21030,2200,5010,3740,54345
"1014",1985-03-01,61550,147040,3770,42705,2131,10196.5,223,10985,1410,NA,36412.5,2965,38890,40830,403240,8135,156100,30555,24320,12720,NA,226180,16640,6550,86672,81068,290100,53371,48869,31660,20103,9013,3655,16000,46476,5710,55285,52715,10060,6125,13240,4010,251970,83970,469780,12098.9975,11440,46650,NA,416770,43525,NA,190115,29400,77360,1642,24665,10475,195,5069,125917,13028,28173,77195,29080,2960,5360,29840,19900,10039.5,6850,102550,18845,42785,3770,42705,2131,10196.5,223,10985,1410,NA,36412.5,2965,38890,40830,403240,8135,115348.5,30555,24320,-50490,NA,NA,16640,6550,5604,74518,212740,-27158,48869,31660,20103,9013,3655,16000,40766,5710,39285,52715,10060,6125,4227,4010,247960,83970,-46355,12098.9975,11440,46650,NA,135400,NA,NA,165450,29400,77360,1642,24665,-2375,-1447,5069,84716,13028,28173,77195,29080,2960,5360,29840,19900,10039.5,6850,35920.5
"1015",1985-04-01,128070,272980,48675,89635,2342.5,16366.5,154,5865,6018.5,NA,32425.5,2060,43355,44450,331345,13575,270870,38940,30195,36180,NA,352405,38760,31150,180399.5,269054,622920,136241,133569,90950,39136,15328,11663,82960,138419,14600,115760,55925,10135,2615,9101,8015,279800,36030,494630,18768.265,36290,79720,NA,432870,129940,NA,150050,21700,194700,791,55995,31503.5,151,12019,301904,46054,122519,207395,80455,16470,25440,85650,16700,15041.5,16540,179561,38435,55275,48675,89635,2342.5,16366.5,154,5865,6018.5,NA,32425.5,2060,43355,44450,331345,13575,215563.5,38940,30195,-37370,NA,NA,38760,31150,-88654.5,237904,428220,-88278,133569,90950,39136,15328,11663,82960,123819,14600,32800,55925,10135,2615,-6227,8015,271785,36030,-73885,18768.265,36290,79720,NA,131370,NA,NA,94055,21700,194700,791,55995,-10805,-640,12019,133331,46054,122519,207395,80455,16470,25440,85650,16700,15041.5,16540,45629.5
"1016",1985-05-01,74725,224670,47310,54960,694,13129.5,108,2355,5378,NA,14754.5,2030,39490,51220,69120,13990,158530,29125,26075,0,NA,280265,15550,36245,262797.5,355136,356180,146799,147366,127900,65836,25059,23786,107400,141660,8050,140070,44380,16560,825,11134,10445,194100,8590,480260,19091.0475,25840,41540,NA,267020,157690,NA,117805,10200,118400,295,58255,20553,101,19101,341349,44925.5,198841,123065,86700,14990,42720,70870,4700,35105,28470,146670,19765,94985,47310,54960,694,13129.5,108,2355,5378,NA,14754.5,2030,39490,51220,69120,13990,116275.5,29125,26075,-65565,NA,NA,15550,36245,-92338.5,318891,237780,-128467,147366,127900,65836,25059,23786,107400,133610,8050,32670,44380,16560,825,-13925,10445,183655,8590,127320,19091.0475,25840,41540,NA,62720,NA,NA,59550,10200,118400,295,58255,-10665,-194,19101,97582.5,44925.5,198841,123065,86700,14990,42720,70870,4700,35105,28470,7525
"1017",1985-06-01,35620,127665,9860,13885,7,11165,54,692,3698,NA,4586.5,1875,37890,25880,24030,14115,101500,19915,23515,0,NA,208565,4920,9310,292715,206300,214600,99858,100242,93390,69273.5,37233,21733,40850,34321,3240,83645,38595,16345,374,12500,10310,175230,7124,492450,16714.5025,5480,19600,NA,230260,88665,NA,58390,4800,69470,63,33160,5558,0,22262,134904,12003,92807,54640,28320,6720,32540,22780,0,6181.5,5070,64715,21735,78160,9860,13885,7,11165,54,692,3698,NA,4586.5,1875,37890,25880,24030,14115,70420,19915,23515,-61405,NA,NA,4920,9310,86415,196990,145130,-93774,100242,93390,69273.5,37233,21733,40850,31081,3240,42795,38595,16345,374,-24733,10310,164920,7124,203995,16714.5025,5480,19600,NA,50230,NA,NA,25230,4800,69470,63,33160,-3620,-63,22262,30094,12003,92807,54640,28320,6720,32540,22780,0,6181.5,5070,30683.5
"1018",1985-07-01,21335,101810,2200,3620,580.5,10073,20.5,115,371.5,NA,1295.5,1425,36460,8710,8110,10625,48620,20175,21930,0,NA,169660,4540,2245,280084.5,77269,76510,41395,38500,35230,41849.5,28601,10655,9890,4124,2140,66580,37200,14500,46,9224,9900,150060,6660,556025,12349.75,1420,12410,NA,220490,32215,NA,20500,2200,21190,32,20445,371.5,15,14271,22584,530,12827,14120,18605,2760,8380,11180,700,203,1510,46010,17715,76855,2200,3620,580.5,10073,20.5,115,371.5,NA,1295.5,1425,36460,8710,8110,10625,18372,20175,21930,-58390,NA,NA,4540,2245,202815.5,75024,55320,-32335,38500,35230,41849.5,28601,10655,9890,1984,2140,56690,37200,14500,46,-19377,9900,140160,6660,285925,12349.75,1420,12410,NA,68230,NA,NA,55,2200,21190,32,20445,-1420,-17,14271,9227,530,12827,14120,18605,2760,8380,11180,700,203,1510,32417
"1019",1985-08-01,20425,78130,1595,2060,3,9140,12,89.5,945,NA,617.5,2095,34650,6020,4060,9570,61020,18545,19870,0,NA,133390,4220,1585,106667.5,27735,57280,23956,23340,18230,9413.5,16680,4641,3650,2171,3260,49485,36345,12640,60,6484,8170,140440,5930,452410,6000,4550,12600,NA,209000,15175,NA,34325,1400,12170,24,19160,485,13,7762,15241,448.5,2997,8075,15790,2250,3730,8400,0,181,1770,32145,18365,55645,1595,2060,3,9140,12,89.5,945,NA,617.5,2095,34650,6020,4060,9570,33335,18545,19870,-54520,NA,NA,4220,1585,78932.5,26150,45110,-17614,23340,18230,9413.5,16680,4641,3650,-1089,3260,45835,36345,12640,60,-10196,8170,132270,5930,194465,6000,4550,12600,NA,67160,NA,NA,15165,1400,12170,24,19160,-5010,-11,7762,11795.5,448.5,2997,8075,15790,2250,3730,8400,0,181,1770,21794
"1020",1985-09-01,23670,73680,1150,2555,0,8639.5,18,99,922,NA,1310,1830,34025,5710,7190,6395,76390,19950,19425,0,NA,105100,4170,1675,19246.5,22923,34560,17024,16796,15820,3438.5,10940,4826,3410,4872,3820,39605,37370,11960,99,11140,3560,157190,5940,343365,5218.9975,6960,12230,NA,222410,13305,NA,33800,1300,12880,24,18245,4407,0,5853,17827,450.5,5601,7980,15515,1970,3640,8750,100,5289,3700,23625,21115,47455,1150,2555,0,8639.5,18,99,922,NA,1310,1830,34025,5710,7190,6395,47800.5,19950,19425,-53450,NA,NA,4170,1675,-3676.5,21248,21680,-15592,16796,15820,3438.5,10940,4826,3410,1052,3820,36195,37370,11960,99,200,3560,153630,5940,71355,5218.9975,6960,12230,NA,63920,NA,NA,15555,1300,12880,24,18245,-3475,-24,5853,11775.5,450.5,5601,7980,15515,1970,3640,8750,100,5289,3700,5786
"1021",1985-10-01,12460,42984.6666666667,1875,2875,1920,8003,24,360,384,NA,1435,1765,33165,5950,19970,6135,74230,55150,19130,0,NA,75390,3710,4580,35610.5,23491,93842.3333333333,20902.5,16082,15080,5857,7646,3834,7030,19201,3840,11842,37805,11645,100,16586,1980,132634,5847,226100,4132.3925,3900,15270,NA,249800,15100,NA,7055,3100,21420,NA,19955,384,25,5001,42198,4352.5,13853,15015,14446,1430,5530,8520,500,1520,320,39607.5,9585,27649.6666666667,1875,2875,1920,8003,24,360,384,NA,1435,1765,33165,5950,19970,6135,11077,55150,19130,-52295,NA,NA,3710,4580,12119.5,18911,72422.3333333333,-10259.5,16082,15080,5857,7646,3834,7030,15361,3840,4812,37805,11645,100,8940,1980,130654,5847,-76775,4132.3925,3900,15270,NA,114066,NA,NA,-12900,3100,21420,NA,19955,-3900,NA,5001,23992.5,4352.5,13853,15015,14446,1430,5530,8520,500,1520,320,28747.5
"1022",1985-11-01,24870,53662.3333333333,1770,10865,3290,7644,302,4880,245,NA,7530,1693,33630,5770,91590,2945,76700,21370,19410,3000,NA,85903.6666666667,6560,5180,41667,38714,110210,21322,21247,16270,10630,8083,3925,5970,25318.5,4420,13998.5,36915,2535,50,20557.5,1750,119305.333333333,17004,228133.333333333,5498.7275,10280,14500,NA,249300,21535,NA,26990.5,6400,27590,NA,11345,5275,170,4536,46151,5972.5,12079,15090,15637.5,1440,4090,11340,1500,4540,1660,46722.5,14005,17927.3333333333,1770,10865,3290,7644,302,4880,245,NA,7530,1693,33630,5770,91590,2945,47686,21370,19410,-50040,NA,NA,6560,5180,2953,33534,82620,-16195,21247,16270,10630,8083,3925,5970,20898.5,4420,8028.5,36915,2535,50,12474.5,1750,117555.333333333,17004,-72581.666666667,5498.7275,10280,14500,NA,123594.666666667,NA,NA,15645.5,6400,27590,NA,11345,-5250,NA,4536,28099.5,5972.5,12079,15090,15637.5,1440,4090,11340,1500,4540,1660,27682.5
"1023",1985-12-01,52705,83141,6100,30590,2940,7378.5,204,9500,149,NA,19270,1811,33400,9180,428090,4162,118490,20300,19680,4310,NA,101119,12590,7930,67840,68240,201986.666666667,31467.5,31716,21260,22699,8642,3827,12990,32037.5,5960,24495.5,45775,5000,1470,13812.5,1740,152278.666666667,58507.5,316076.666666667,7728.7075,14170,28100,NA,374900,35680,NA,32075.5,23100,65660,NA,23115,9089,170,4790,76824,16426.5,27241,26125,17632.5,1980,4610,21770,5900,16230,4510,83093,22115,-154,6100,30590,2940,7378.5,204,9500,149,NA,19270,1811,33400,9180,428090,4162,90811.5,20300,19680,-48770,NA,NA,12590,7930,-400,60310,136326.666666667,-21508.5,31716,21260,22699,8642,3827,12990,26077.5,5960,11505.5,45775,5000,1470,5170.5,1740,150538.666666667,58507.5,-132698.333333333,7728.7075,14170,28100,NA,199521.333333333,NA,NA,8960.5,23100,65660,NA,23115,-5230,NA,4790,33156.5,16426.5,27241,26125,17632.5,1980,4610,21770,5900,16230,4510,34683
"1024",1986-01-01,118575,173968.666666667,16395,73545,2874.5,8607.5,402,9610,1388.5,NA,44995,1656,36050,12350,1009880,3356,243070,69000,20655,17040,NA,207379.333333333,34340,11980,95573.5,97534,548873.666666667,37104,39805,25930,33688,8121,3578,19430,59865.5,11560,27581,95580,9910,8710,16987,1860,229605.666666667,149559,546433.333333333,8403.455,29310,113400,NA,738200,48585,NA,61423.5,NA,167100,NA,26235,22288.5,3000,4554,78121.5,20969.5,33354,85280,29406,3330,5280,53030,31600,39830,15700,182954.5,45030,-18151.333333333,16395,73545,2874.5,8607.5,402,9610,1388.5,NA,44995,1656,36050,12350,1009880,3356,165462.5,69000,20655,-39665,NA,NA,34340,11980,-1960.5,85554,381773.666666667,-28631,39805,25930,33688,8121,3578,19430,48305.5,11560,8151,95580,9910,8710,8866,1860,227745.666666667,149559,-400746.666666667,8403.455,29310,113400,NA,NA,NA,NA,35188.5,NA,167100,NA,26235,-8410,NA,4554,23798,20969.5,33354,85280,29406,3330,5280,53030,31600,39830,15700,42794.5
"1025",1986-02-01,701200,1202039.66666667,75820,468825,10105.5,18402.5,1400,93300,6840,NA,342880,29872.5,52295,52690,3924180,14865,1156420,99245,36685,104010,NA,1528000.66666667,192510,24620,380800.5,419609,1824860.33333333,94503,143610,81860,144099,10894,6427,57500,298302.5,94530,188945,323635,85430,102500,18952,3390,528210,781041.5,2176281,36602.7525,62940,377400,NA,2435500,338100,NA,307957,NA,502400,NA,86625,93395,10220,7187,360121.5,58205,86703,273758.5,139040.5,8700,11710,242500,26400,181770,42510,1115699.5,232375,32014.66666667,75820,468825,10105.5,18402.5,1400,93300,6840,NA,342880,29872.5,52295,52690,3924180,14865,1038772.5,99245,36685,15030,NA,NA,192510,24620,-38808.5,394989,1322460.33333333,-130967,143610,81860,144099,10894,6427,57500,203772.5,94530,131445,323635,85430,102500,8058,3390,524820,781041.5,-960254,36602.7525,62940,377400,NA,NA,NA,NA,221332,NA,502400,NA,86625,23615,NA,7187,215213.5,58205,86703,273758.5,139040.5,8700,11710,242500,26400,181770,42510,622519.5
"1026",1986-03-01,373800,626412,78055,233065,8945,21385,1530,69550,2880,NA,198555,20075.5,50740,63840,1507335,24100,698390,80995,37605,40630,NA,960479.333333333,87760,39720,376807,395036,1016377.33333333,149962.5,196178,127600,151530,12653,8997,89690,218639.5,114000,221099,161335,80500,25070,20395,6030,312777,286191,1596320,48527.8325,24390,197000,NA,1447600,414400,NA,320528.5,NA,336100,NA,84060,54690,4400,11186,434320,49741,100867,274210,203663,18250,21850,172300,21900,169090,34550,748372.5,140735,19547,78055,233065,8945,21385,1530,69550,2880,NA,198555,20075.5,50740,63840,1507335,24100,596010,80995,37605,-47715,NA,NA,87760,39720,-18229,355316,680277.33333333,-173815.5,196178,127600,151530,12653,8997,89690,104639.5,114000,131409,161335,80500,25070,7742,6030,306747,286191,-209615,48527.8325,24390,197000,NA,NA,NA,NA,236468.5,NA,336100,NA,84060,27420,NA,11186,283712,49741,100867,274210,203663,18250,21850,172300,21900,169090,34550,350532.5
"1027",1986-04-01,159700,246829.333333333,62130,78055,4750,17203.5,567,16110,119.5,NA,46175,2004.5,44815,64680,219300,20270,323410,51675,31550,18760,NA,254020.333333333,28990,72010,371442,377252,358636.333333333,187793.5,198642,132000,106016,17099,12268,104700,132136,95310,201274.5,67495,4190,2760,25551.5,8830,250096.333333333,36031,403530,30365.84,45280,78300,NA,576000,319200,NA,170182.5,NA,129300,NA,79180,27274.5,1860,15831,367151.5,40748.5,131716,105080,125025.5,23200,31230,84700,23700,83930,22990,255990,81645,9074.33333333299,62130,78055,4750,17203.5,567,16110,119.5,NA,46175,2004.5,44815,64680,219300,20270,254531.5,51675,31550,-57605,NA,NA,28990,72010,-5810,305242,229336.333333333,-142848.5,198642,132000,106016,17099,12268,104700,36826,95310,96574.5,67495,4190,2760,8452.5,8830,241266.333333333,36031,-318265,30365.84,45280,78300,NA,NA,NA,NA,91002.5,NA,129300,NA,79180,-18125,NA,15831,194687,40748.5,131716,105080,125025.5,23200,31230,84700,23700,83930,22990,40670
"1028",1986-05-01,150300,188041.333333333,90295,68305,2845,14660.5,256,7080,4432,NA,24645,1597,43170,98100,144060,30605,266460,50465,29025,1820,NA,176455,18490,167500,523152.5,737580,310168.333333333,249267.5,283900,245500,152366,44566,37405,197500,202530,140400,256156,57690,3060,1220,23921.5,18100,203779.333333333,15616.5,427240,27084,47650,65780,NA,461500,320120,NA,181366.5,NA,120100,NA,141165,29872,520,36593,408127.5,69220.5,311165,109305,124739.5,29660,67690,81560,10900,142120,19230,197482.5,81995,-30563.666666667,90295,68305,2845,14660.5,256,7080,4432,NA,24645,1597,43170,98100,144060,30605,201334.5,50465,29025,-70375,NA,NA,18490,167500,-214427.5,570080,190068.333333333,-280132.5,283900,245500,152366,44566,37405,197500,62130,140400,58656,57690,3060,1220,-20644.5,18100,185679.333333333,15616.5,-157730,27084,47650,65780,NA,NA,NA,NA,40201.5,NA,120100,NA,141165,-22210,NA,36593,27742,69220.5,311165,109305,124739.5,29660,67690,81560,10900,142120,19230,-56327.5
